block_number,experimental_condition,condition_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,F,F5,Insight,I11,correct,47.5570308,geen idee,44.098245,1,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F7,Insight,I7,incorrect,45.0070778,een heel ondiep meer moet het dan zijn,74.8052236,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F2,Insight,I5,correct,60.0251996,de stoel van een vliegtuig,99.1649543,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,F,F4,RAT,R3,correct,44.1822267,No Response,20.0035944,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU4,RAT,R7,correct,31.9944618,No Response,20.0102616,3,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU12,RAT,R10,correct,35.1238617,auto,11.2920631,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU10,Insight,I4,incorrect,28.7158946,de letter m,61.1679626,6,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
2,DFU,DFU1,Insight,I8,correct,23.7670527,coach>hem>ruben>marit,99.372377,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F3,RAT,R12,incorrect,30.6041676,mijn,12.1561039,3,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F1,Insight,I3,correct,28.1219714,een hart,7.0555276,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F10,RAT,R5,correct,20.2311056,goudvis,11.2348131,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
3,F,F11,RAT,R9,correct,18.8325441,ontbijt,13.5990551,2,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F8,RAT,R11,correct,22.0117925,dokter,8.2703073,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F9,Insight,I12,correct,18.6976331,boom,43.2794867,6,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F6,Insight,I10,correct,12.3625878,No Response,50.1357054,3,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
4,F,F12,RAT,R1,correct,9.4948522,bal,11.0050275,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU5,RAT,R8,correct,21.6524212,kerst,16.2171171,1,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU3,RAT,R6,correct,26.7873589,huis,9.2859177,2,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU8,RAT,R4,incorrect,25.849146,groen,13.6877843,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
5,DFU,DFU11,Insight,I6,incorrect,29.4484446,hij heeft een lampje mee,53.1162217,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU9,Insight,I2,correct,19.6441025,spelbord,46.8795365,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU2,Insight,I9,correct,23.2693425,omdat er voor christus nog geen geld was,60.5612116,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU7,Insight,I1,correct,22.9244148,het was een elektrische glazenwasser,55.6462793,1,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
6,DFU,DFU6,RAT,R2,correct,8.7401888,belgie,5.9724459,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,eb7f358e-bff1-4bde-b55d-c4e8493ebeda
1,DFU,DFU5,RAT,R7,incorrect,80.3071071,blad,20.005159,4,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU12,RAT,R12,correct,83.2053428,mijnwerker,13.8222443,4,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU6,Insight,I11,correct,71.8738108,de temperatuur,16.4973026,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU4,RAT,R6,incorrect,38.0277636,schuiven,18.2650156,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F2,Insight,I10,correct,28.3089444,No Response,120.0120909,4,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F10,RAT,R4,correct,46.1875369,domino,13.265796,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F7,Insight,I4,correct,37.8720543,de letter m,23.8567306,6,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F8,RAT,R11,incorrect,30.9520112,politie,9.5332103,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F5,Insight,I5,incorrect,23.6856401,de zon,37.6376508,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F4,RAT,R1,incorrect,30.5854399,feest,10.3523876,6,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F3,Insight,I1,incorrect,32.3575033,hij stond op de onderste trede van de trap,23.3187141,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F1,RAT,R5,incorrect,28.1414497,vijver,14.5187907,6,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F11,RAT,R8,incorrect,32.6248317,brand,10.22235,4,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F12,Insight,I8,correct,32.2558303,"coach > hij > ruben >
 marit",113.9233187,6,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F9,Insight,I12,incorrect,23.2408563,een plant,17.5127814,4,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F6,RAT,R2,correct,13.3071256,landbouw,9.6138941,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU2,Insight,I6,correct,37.2575257,hij is blind dus moet niet kunnen zien om te lezen,30.9539416,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU11,Insight,I2,correct,46.1906731,een kaart,16.2877947,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU10,Insight,I9,correct,50.3103837,omdat hij de echte had,69.8973022,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU1,RAT,R10,correct,23.2820122,hondenles,10.0673641,5,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU8,Insight,I3,incorrect,37.7833234,een hart,11.6406524,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU7,RAT,R9,correct,31.2383559,brooddoos,16.9019097,1,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU3,Insight,I7,correct,29.557473,als het water bevroren is,19.3375989,3,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU9,RAT,R3,correct,19.7277884,bulldog,18.8738615,7,19,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,F,F1,Insight,I12,correct,66.0158616,vuur,21.2580636,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F9,RAT,R11,correct,81.0841036,balans,11.9835546,2,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F5,RAT,R2,correct,37.5016858,No Response,20.0184169,2,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,F,F11,Insight,I7,correct,53.3321118,als het meer niet diep is,41.6025449,4,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F12,RAT,R9,correct,43.2401574,boterham,16.5693324,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F3,Insight,I4,incorrect,34.6923595,de letter m,17.9042037,7,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F4,RAT,R7,correct,41.6976941,?,19.1181572,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
2,F,F7,RAT,R4,correct,51.9849478,water,15.9893143,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F2,Insight,I2,incorrect,30.6067434,?,39.8406859,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F8,Insight,I1,incorrect,34.0967738,hij viel van de laagste trede,22.9515908,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F6,Insight,I3,incorrect,41.6799742,een hart,17.0717295,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
3,F,F10,RAT,R1,correct,45.5016565,No Response,20.0126478,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU9,Insight,I6,correct,33.6447733,hij leest in wijn gedachten,37.3396736,3,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU3,Insight,I9,correct,26.070639,in dat jaar bestonden nog geen bronzen munten,111.2545089,7,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU10,RAT,R12,correct,20.851751,steen,7.6884746,2,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
4,DFU,DFU5,Insight,I5,correct,24.6836266,een postzegel,12.3749512,2,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU2,RAT,R10,correct,27.511808,loop,19.4553525,1,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU12,RAT,R3,correct,31.8097336,sneeuz,20.0052088,4,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU4,RAT,R8,correct,45.7042417,No Response,20.0044468,4,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
5,DFU,DFU7,Insight,I8,correct,28.8437328,Hem>Ruben>marit,108.0828794,7,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU1,Insight,I10,correct,19.817591,"heb nagedacht, maar qeet niet",119.4209582,7,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU8,Insight,I11,correct,13.054084,kwik in een termometer,25.5339737,4,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU6,RAT,R6,correct,27.9296522,No Response,18.2224227,6,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
6,DFU,DFU11,RAT,R5,correct,15.0206946,No Response,19.5726147,5,19,Man,ASO/doorstroomfinaliteit,1-2 uren,Boven gemiddeld,10223634-f580-4dd3-8155-97293a650d74
1,DFU,DFU4,Insight,I8,correct,73.4199562,ruben marit coach,120.0123053,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU2,RAT,R6,incorrect,-38.136364,bure,20.0059338,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU12,Insight,I12,incorrect,-34.9429778,een plant,45.0696776,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,DFU,DFU6,RAT,R3,correct,34.5617511,assecoire,15.6681046,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU9,RAT,R9,correct,29.6138107,chirurg,15.7850946,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU3,Insight,I5,correct,29.2965414,lucht,61.6693755,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU8,Insight,I10,incorrect,48.716911,Je telt dubbel met de andloper,108.5448859,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
2,DFU,DFU10,RAT,R12,incorrect,51.6641794,openhaart,19.0508437,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F8,RAT,R10,correct,45.1991917,enthousias,20.0135387,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F12,RAT,R1,correct,40.9902478,bier,9.0048835,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F9,Insight,I1,correct,39.4238916,Hij valt  op zijn handpalm en voetzool.,60.1858201,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
3,F,F4,RAT,R7,correct,42.8324509,No Response,17.4639946,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU7,RAT,R4,correct,49.3880252,bloei,13.5781198,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU1,RAT,R11,incorrect,48.8435779,balanseren,13.5514607,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU5,Insight,I6,incorrect,44.9161801,"Er  zordt niet gezegd  dat hij in een donker kamer zit, dus het kan net zo goed zijn dat er een lampje brand en hij zo kan lezen. Het  kan ook zo zijn dat hij in een duister sfeer leest.",103.1568269,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
4,DFU,DFU11,Insight,I4,incorrect,52.5096197,Een  nul,92.2282893,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F3,Insight,I3,correct,47.977291,een hart,13.2200514,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F1,RAT,R5,correct,58.5341065,goud,9.3706537,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F2,RAT,R2,correct,22.7908265,nederland,19.1887201,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
5,F,F7,Insight,I9,incorrect,52.2717527,kan niet met voor christus,29.5945727,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F5,Insight,I2,correct,23.2284625,de woestijn,84.2396752,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F10,Insight,I7,correct,22.1430847,Door een pad te volgen dat over de meer gaat.,95.8186072,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F11,RAT,R8,correct,33.817976,regen,13.1034494,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
6,F,F6,Insight,I11,correct,38.850002,temperatuur,25.1879257,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Hoog,fe393a61-6fbc-465e-91f2-c2bf05aab010
1,F,F7,Insight,I2,correct,49.3106463,niks?,110.0220451,7,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F12,Insight,I3,correct,44.9893674,hart,11.0733378,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F1,RAT,R3,correct,32.5144511,sneeuw,17.4194329,5,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,F,F9,Insight,I7,correct,26.4351123,als het meer leeg is,19.6013901,6,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU2,RAT,R10,incorrect,46.037839,"lijband
\",16.8364416,1,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU5,Insight,I6,correct,36.1276278,leest in eigen hoofd,16.629282,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU12,RAT,R7,correct,32.9402645,hout,20.0038041,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
2,DFU,DFU7,Insight,I9,correct,39.6879563,geen keizers  544 vc,48.0623962,6,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU11,RAT,R4,correct,28.3546667,water,7.9216156,1,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU6,RAT,R8,correct,41.4883735,regen,11.318609,4,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU4,Insight,I1,correct,34.2306254,hij hangt vast aan een touw,72.3965191,7,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
3,DFU,DFU9,Insight,I8,correct,23.682394,Marit<Ruben<Hij<Hem,102.3155125,6,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F3,Insight,I11,correct,29.4932785,temperatuur,15.338263,1,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F4,RAT,R2,correct,48.8725223,wei,19.930667,3,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F5,RAT,R6,correct,47.3227252,No Response,20.0004358,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
4,F,F2,RAT,R5,correct,32.2344202,goud,8.2230211,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU10,RAT,R9,correct,32.511554,vlees,17.0702795,3,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU1,RAT,R12,correct,24.1155231,No Response,20.0033985,7,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU8,Insight,I10,correct,34.313307,je laat die van 11 min  en dan nog eens  maar met die van 7min,52.0088078,3,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
5,DFU,DFU3,Insight,I4,correct,22.1377124,No Response,119.796194,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F6,Insight,I5,correct,37.70591,geld,73.2879721,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F10,RAT,R1,correct,31.4094284,bier,16.2018338,3,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F11,RAT,R11,correct,30.9897387,schaal,17.0727954,1,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
6,F,F8,Insight,I12,correct,20.0903946,No Response,79.7993133,2,19,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Gemiddeld,87ffb056-1cf2-4a87-8c7f-76534e0507ba
1,DFU,DFU3,Insight,I6,correct,36.9901462,hij leest op zijn gsm,23.2732951,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU6,RAT,R12,correct,-6.6542853,No Response,20.0065679,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU7,RAT,R9,correct,23.4384999,No Response,20.0150185,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,DFU,DFU1,Insight,I11,correct,25.5861048,"een lift, want gaat kapot zo",111.3563293,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F12,Insight,I4,correct,29.4418108,de letter m,9.821515,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F3,RAT,R2,correct,30.0900237,4 letter,15.9989427,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F7,RAT,R3,incorrect,41.0747951,huisdieren,13.3866808,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
2,F,F10,Insight,I7,correct,37.3513091,bevriesd water,18.2057844,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU9,RAT,R11,correct,34.875338,sport,9.1718551,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU11,Insight,I1,correct,27.0828933,de ladder lag op de grond,20.7523505,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
3,DFU,DFU8,RAT,R6,correct,32.5326041,No Response,20.0061104,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
